,Tweet,TOkens
98," We hadon the show to discuss her husbandcampaign, the upcoming #NevadaCaucus and relationships with…","['We', 'hadon', 'the', 'show', 'to', 'discuss', 'her', 'husbandcampaign', ',', 'the', 'upcoming', '#', 'NevadaCaucus', 'and', 'relationships', 'with…']"
99,"RT : Sanders claimed to ""unwittingly"" receive help from Russia in the 2016 election. Recieving help again in 2020 is no longe…","['RT', ':', 'Sanders', 'claimed', 'to', '``', 'unwittingly', ""''"", 'receive', 'help', 'from', 'Russia', 'in', 'the', '2016', 'election', '.', 'Recieving', 'help', 'again', 'in', '2020', 'is', 'no', 'longe…']"
100," So the #DNC knows they have a losing ticket. Time to bring out Russia, Russia, Russia?? #FridayThoughts #Election2020 #VoteRe…","['So', 'the', '#', 'DNC', 'knows', 'they', 'have', 'a', 'losing', 'ticket', '.', 'Time', 'to', 'bring', 'out', 'Russia', ',', 'Russia', ',', 'Russia', '?', '?', '#', 'FridayThoughts', '#', 'Election2020', '#', 'VoteRe…']"
101, Dick van Dyke is a man I grew up watching on ; but I’ve grown to love and respect him as he comes to the plate…,"['Dick', 'van', 'Dyke', 'is', 'a', 'man', 'I', 'grew', 'up', 'watching', 'on', ';', 'but', 'I', '’', 've', 'grown', 'to', 'love', 'and', 'respect', 'him', 'as', 'he', 'comes', 'to', 'the', 'plate…']"
102, Unless #Election2020 is all rigged 🤷‍♀️ Go figure 🤔,"['Unless', '#', 'Election2020', 'is', 'all', 'rigged', '🤷\u200d♀️', 'Go', 'figure', '🤔']"
103, #Bernie2020 #Election2020,"['#', 'Bernie2020', '#', 'Election2020']"
104, Russia doesn’t need to do anything to undermine American’s confidence in US elections because the US Media and Democra…,"['Russia', 'doesn', '’', 't', 'need', 'to', 'do', 'anything', 'to', 'undermine', 'American', '’', 's', 'confidence', 'in', 'US', 'elections', 'because', 'the', 'US', 'Media', 'and', 'Democra…']"
105, EN CAMPAGNE. Je suis allée revoir la chambre d’Anne d’Autriche Reine de France à #StGermainEnLaye qui est restée en l’…,"['EN', 'CAMPAGNE', '.', 'Je', 'suis', 'allée', 'revoir', 'la', 'chambre', 'd', '’', 'Anne', 'd', '’', 'Autriche', 'Reine', 'de', 'France', 'à', '#', 'StGermainEnLaye', 'qui', 'est', 'restée', 'en', 'l', '’', '…']"
106,A VOTE 4 ANY REPUBLICAN IN NOVEMBER IS A VOTE 4 CORRUPTION &amp; LAWLESSNESS IN OUR GOVT. #Election2020 #TrumpNotFitForOffice,"['A', 'VOTE', '4', 'ANY', 'REPUBLICAN', 'IN', 'NOVEMBER', 'IS', 'A', 'VOTE', '4', 'CORRUPTION', '&', 'amp', ';', 'LAWLESSNESS', 'IN', 'OUR', 'GOVT', '.', '#', 'Election2020', '#', 'TrumpNotFitForOffice']"
107,"There's something seriously wrong with our ""democracy"" when one of the two major news outlets headlines that Americ… ","['There', ""'s"", 'something', 'seriously', 'wrong', 'with', 'our', '``', 'democracy', ""''"", 'when', 'one', 'of', 'the', 'two', 'major', 'news', 'outlets', 'headlines', 'that', 'Americ…']"
108, #Breaking Intelligence community vs Donald #Trump + #Russia?#RussianCollusion…,"['#', 'Breaking', 'Intelligence', 'community', 'vs', 'Donald', '#', 'Trump', '+', '#', 'Russia', '?', '#', 'RussianCollusion…']"
109," #Climate the clear number-two issue—2nd only to health care—for #Democrats in upcoming primary/caucus states, says new pol…","['#', 'Climate', 'the', 'clear', 'number-two', 'issue—2nd', 'only', 'to', 'health', 'care—for', '#', 'Democrats', 'in', 'upcoming', 'primary/caucus', 'states', ',', 'says', 'new', 'pol…']"
110," With all this talk about so many candidates splitting the delegates, and hand wringing about what'll happen when it comes to…","['With', 'all', 'this', 'talk', 'about', 'so', 'many', 'candidates', 'splitting', 'the', 'delegates', ',', 'and', 'hand', 'wringing', 'about', 'what', ""'ll"", 'happen', 'when', 'it', 'comes', 'to…']"
111,Always a treat to hearspeak and explain things so clearly and eloquently. If you want understand what… ,"['Always', 'a', 'treat', 'to', 'hearspeak', 'and', 'explain', 'things', 'so', 'clearly', 'and', 'eloquently', '.', 'If', 'you', 'want', 'understand', 'what…']"
112,That's fine. Anyone willing to look the other way on #RussianInterference will do. #Election2020,"['That', ""'s"", 'fine', '.', 'Anyone', 'willing', 'to', 'look', 'the', 'other', 'way', 'on', '#', 'RussianInterference', 'will', 'do', '.', '#', 'Election2020']"
113," A President who answered to Vlad Was valuable as his comrade.In a state of delusion,His Russian collusionProved his treas…","['A', 'President', 'who', 'answered', 'to', 'Vlad', 'Was', 'valuable', 'as', 'his', 'comrade.In', 'a', 'state', 'of', 'delusion', ',', 'His', 'Russian', 'collusionProved', 'his', 'treas…']"
114," There's something seriously wrong with our ""democracy"" when one of the two major news outlets headlines that American intelli…","['There', ""'s"", 'something', 'seriously', 'wrong', 'with', 'our', '``', 'democracy', ""''"", 'when', 'one', 'of', 'the', 'two', 'major', 'news', 'outlets', 'headlines', 'that', 'American', 'intelli…']"
115, This is probably my favoritephoto I took while backstage as he’s getting ready to be called out to the stage @…,"['This', 'is', 'probably', 'my', 'favoritephoto', 'I', 'took', 'while', 'backstage', 'as', 'he', '’', 's', 'getting', 'ready', 'to', 'be', 'called', 'out', 'to', 'the', 'stage', '@', '…']"
116, Which #JasonJohnson? THIS Jason Johnson? The one Yvette Carnell eviscerated a while back? 😏 #ados #reparations #election2…,"['Which', '#', 'JasonJohnson', '?', 'THIS', 'Jason', 'Johnson', '?', 'The', 'one', 'Yvette', 'Carnell', 'eviscerated', 'a', 'while', 'back', '?', '😏', '#', 'ados', '#', 'reparations', '#', 'election2…']"
117, #voters COLOR me PARANOID -but because of the Date October 1st and with the election on November 3rd -and the fact that t…,"['#', 'voters', 'COLOR', 'me', 'PARANOID', '-but', 'because', 'of', 'the', 'Date', 'October', '1st', 'and', 'with', 'the', 'election', 'on', 'November', '3rd', '-and', 'the', 'fact', 'that', 't…']"
118, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
119, Which #JasonJohnson? THIS Jason Johnson? The one Yvette Carnell eviscerated a while back? 😏 #ados #reparations #election2…,"['Which', '#', 'JasonJohnson', '?', 'THIS', 'Jason', 'Johnson', '?', 'The', 'one', 'Yvette', 'Carnell', 'eviscerated', 'a', 'while', 'back', '?', '😏', '#', 'ados', '#', 'reparations', '#', 'election2…']"
120,PELOSI SIGNED OFF ON #UraniumOne BRENNAN-CLAPPER-SCHUMER-HOLDER-MUELLER-KERRYUra…,"['PELOSI', 'SIGNED', 'OFF', 'ON', '#', 'UraniumOne', 'BRENNAN-CLAPPER-SCHUMER-HOLDER-MUELLER-KERRYUra…']"
121, here’s a 2 minute summary of words you need to learn.#Election2020 #Mr President #POTUS… ,"['here', '’', 's', 'a', '2', 'minute', 'summary', 'of', 'words', 'you', 'need', 'to', 'learn.', '#', 'Election2020', '#', 'Mr', 'President', '#', 'POTUS…']"
122, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
123,Save Democracy! VOTE THEM OUT While We Still Can! Unisex Graphic Tees#antitrump… ,"['Save', 'Democracy', '!', 'VOTE', 'THEM', 'OUT', 'While', 'We', 'Still', 'Can', '!', 'Unisex', 'Graphic', 'Tees', '#', 'antitrump…']"
124,#Election2020 Candidate most likely to beat Trump is... Trumpvia ,"['#', 'Election2020', 'Candidate', 'most', 'likely', 'to', 'beat', 'Trump', 'is', '...', 'Trumpvia']"
125, Congressman #AamSchiff sounds the alarm over potential #RussianCollusion with #Trump. In his #tweet he is referring to…,"['Congressman', '#', 'AamSchiff', 'sounds', 'the', 'alarm', 'over', 'potential', '#', 'RussianCollusion', 'with', '#', 'Trump', '.', 'In', 'his', '#', 'tweet', 'he', 'is', 'referring', 'to…']"
126,"Improving the prognosis of healthcare in the USA:Prof Alison P Galvani,PHD,Alyssa S Parpia, MPH,Eric M Foster,Burto… ","['Improving', 'the', 'prognosis', 'of', 'healthcare', 'in', 'the', 'USA', ':', 'Prof', 'Alison', 'P', 'Galvani', ',', 'PHD', ',', 'Alyssa', 'S', 'Parpia', ',', 'MPH', ',', 'Eric', 'M', 'Foster', ',', 'Burto…']"
127," With all this talk about so many candidates splitting the delegates, and hand wringing about what'll happen when it comes to…","['With', 'all', 'this', 'talk', 'about', 'so', 'many', 'candidates', 'splitting', 'the', 'delegates', ',', 'and', 'hand', 'wringing', 'about', 'what', ""'ll"", 'happen', 'when', 'it', 'comes', 'to…']"
128," by formally targeted, is he referring to farmers as a voting bloc ? #Election2020","['by', 'formally', 'targeted', ',', 'is', 'he', 'referring', 'to', 'farmers', 'as', 'a', 'voting', 'bloc', '?', '#', 'Election2020']"
129,Bloomberg dismisses past comments as ‘a joke.’ NDA shows plaintiff barred from offering differing view.… ,"['Bloomberg', 'dismisses', 'past', 'comments', 'as', '‘', 'a', 'joke.', '’', 'NDA', 'shows', 'plaintiff', 'barred', 'from', 'offering', 'differing', 'view.…']"
130, #BWFWarren on the ground in Reno! Check it out. Thanks tofor going on the road for us in support of …,"['#', 'BWFWarren', 'on', 'the', 'ground', 'in', 'Reno', '!', 'Check', 'it', 'out', '.', 'Thanks', 'tofor', 'going', 'on', 'the', 'road', 'for', 'us', 'in', 'support', 'of', '…']"
131,Trump Rallygoers in Phoenix: 18 Percent Were Democrats and About a Quarter Didn't Vote in 2016… ,"['Trump', 'Rallygoers', 'in', 'Phoenix', ':', '18', 'Percent', 'Were', 'Democrats', 'and', 'About', 'a', 'Quarter', 'Did', ""n't"", 'Vote', 'in', '2016…']"
132, . is voting for . Here’s why. #Election2020 ,"['.', 'is', 'voting', 'for', '.', 'Here', '’', 's', 'why', '.', '#', 'Election2020']"
133,why do you Demonrats hate the flag so much??? ,"['why', 'do', 'you', 'Demonrats', 'hate', 'the', 'flag', 'so', 'much', '?', '?', '?']"
134, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
135,Yup! Same one.,"['Yup', '!', 'Same', 'one', '.']"
136, Russia commits a brutal cyberattack against the country of Georgia. Putin's Puppet DJT responds b…,"['Russia', 'commits', 'a', 'brutal', 'cyberattack', 'against', 'the', 'country', 'of', 'Georgia', '.', 'Putin', ""'s"", 'Puppet', 'DJT', 'responds', 'b…']"
137,"Although healthcare expenditures per capita are higher in the USA than in any other country, more than 37 million A… ","['Although', 'healthcare', 'expenditures', 'per', 'capita', 'are', 'higher', 'in', 'the', 'USA', 'than', 'in', 'any', 'other', 'country', ',', 'more', 'than', '37', 'million', 'A…']"
138,People should be very very aware about whom they choose as their representatives..#Election2020 #Elections2020… ,"['People', 'should', 'be', 'very', 'very', 'aware', 'about', 'whom', 'they', 'choose', 'as', 'their', 'representatives..', '#', 'Election2020', '#', 'Elections2020…']"
139,RT _: Scenes from outside the Las Vegas Convention Center before Trump’s rally today.#Election2020 #RJNow htt…,"['RT', '_', ':', 'Scenes', 'from', 'outside', 'the', 'Las', 'Vegas', 'Convention', 'Center', 'before', 'Trump', '’', 's', 'rally', 'today.', '#', 'Election2020', '#', 'RJNow', 'htt…']"
140," I stand back and look at the division here in the USA, among people.Some are fighting for elitism &amp; self-interest, &amp; ot…","['I', 'stand', 'back', 'and', 'look', 'at', 'the', 'division', 'here', 'in', 'the', 'USA', ',', 'among', 'people.Some', 'are', 'fighting', 'for', 'elitism', '&', 'amp', ';', 'self-interest', ',', '&', 'amp', ';', 'ot…']"
141, An important election cleanup bill supported by Sec. Toulouse Oliver &amp; #NM's election admins was killed in the Senate by…,"['An', 'important', 'election', 'cleanup', 'bill', 'supported', 'by', 'Sec', '.', 'Toulouse', 'Oliver', '&', 'amp', ';', '#', 'NM', ""'s"", 'election', 'admins', 'was', 'killed', 'in', 'the', 'Senate', 'by…']"
142,Efforts are ongoing to repeal the Affordable Care Act which would exacerbate health-care inequities. 10/27… ,"['Efforts', 'are', 'ongoing', 'to', 'repeal', 'the', 'Affordable', 'Care', 'Act', 'which', 'would', 'exacerbate', 'health-care', 'inequities', '.', '10/27…']"
143, Ok yeah he’s has already surpassed the total sum of Obama’s 2012 spending. Bloomberg entered in November. ...,"['Ok', 'yeah', 'he', '’', 's', 'has', 'already', 'surpassed', 'the', 'total', 'sum', 'of', 'Obama', '’', 's', '2012', 'spending', '.', 'Bloomberg', 'entered', 'in', 'November', '.', '...']"
144,Don’t be fooled by all those propositions on the March 3 primary ballots. They’re not what you think they are. (The… ,"['Don', '’', 't', 'be', 'fooled', 'by', 'all', 'those', 'propositions', 'on', 'the', 'March', '3', 'primary', 'ballots', '.', 'They', '’', 're', 'not', 'what', 'you', 'think', 'they', 'are', '.', '(', 'The…']"
145," Good morning! North Carolina and Tennessee make sure you get out and vote today, early voting has already started! Earl…","['Good', 'morning', '!', 'North', 'Carolina', 'and', 'Tennessee', 'make', 'sure', 'you', 'get', 'out', 'and', 'vote', 'today', ',', 'early', 'voting', 'has', 'already', 'started', '!', 'Earl…']"
146, Bloomberg dismisses past comments as ‘a joke.’ NDA shows plaintiff barred from offering differing view. #Election2020 http…,"['Bloomberg', 'dismisses', 'past', 'comments', 'as', '‘', 'a', 'joke.', '’', 'NDA', 'shows', 'plaintiff', 'barred', 'from', 'offering', 'differing', 'view', '.', '#', 'Election2020', 'http…']"
147," Theres not a spec of a doubt in my mind,not a spec of a spec of doubt! is… ","['Theres', 'not', 'a', 'spec', 'of', 'a', 'doubt', 'in', 'my', 'mind', ',', 'not', 'a', 'spec', 'of', 'a', 'spec', 'of', 'doubt', '!', 'is…']"
148,"By contrast, a universal system, such as that proposed in the Medicare for All Act, has the potential to transform… ","['By', 'contrast', ',', 'a', 'universal', 'system', ',', 'such', 'as', 'that', 'proposed', 'in', 'the', 'Medicare', 'for', 'All', 'Act', ',', 'has', 'the', 'potential', 'to', 'transform…']"
149,Sooo as a new independent what option do I have??? Vote for literal poverty orrrrr 😳😳😳 #Election2020 … ,"['Sooo', 'as', 'a', 'new', 'independent', 'what', 'option', 'do', 'I', 'have', '?', '?', '?', 'Vote', 'for', 'literal', 'poverty', 'orrrrr', '😳😳😳', '#', 'Election2020', '…']"
150, Bloomberg dismisses past comments as ‘a joke.’ NDA shows plaintiff barred from offering differing view. #Election2020 http…,"['Bloomberg', 'dismisses', 'past', 'comments', 'as', '‘', 'a', 'joke.', '’', 'NDA', 'shows', 'plaintiff', 'barred', 'from', 'offering', 'differing', 'view', '.', '#', 'Election2020', 'http…']"
151,I care less about #Russian interference than I do media interference. #Election2020,"['I', 'care', 'less', 'about', '#', 'Russian', 'interference', 'than', 'I', 'do', 'media', 'interference', '.', '#', 'Election2020']"
152, Here we go... flip this switch! ,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
153, Here we go... flip this switch! ,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
154,"Now we are back to Biden ""how can we have a pervert up here running for office""""The Bible clearly states"" someone… ","['Now', 'we', 'are', 'back', 'to', 'Biden', '``', 'how', 'can', 'we', 'have', 'a', 'pervert', 'up', 'here', 'running', 'for', 'office', ""''"", ""''"", 'The', 'Bible', 'clearly', 'states', ""''"", 'someone…']"
155,#election2020,"['#', 'election2020']"
156,2020 Presidential Election News Update🗞:Trump's top trade adviser 'hunting' for anonymous op-ed author… ,"['2020', 'Presidential', 'Election', 'News', 'Update🗞', ':', 'Trump', ""'s"", 'top', 'trade', 'adviser', ""'hunting"", ""'"", 'for', 'anonymous', 'op-ed', 'author…']"
157, One less subject for you #DNI #VoteBlueToSaveAmerica #Election2020,"['One', 'less', 'subject', 'for', 'you', '#', 'DNI', '#', 'VoteBlueToSaveAmerica', '#', 'Election2020']"
158, EN CAMPAGNE. Je suis allée revoir la chambre d’Anne d’Autriche Reine de France à #StGermainEnLaye qui est restée en l’…,"['EN', 'CAMPAGNE', '.', 'Je', 'suis', 'allée', 'revoir', 'la', 'chambre', 'd', '’', 'Anne', 'd', '’', 'Autriche', 'Reine', 'de', 'France', 'à', '#', 'StGermainEnLaye', 'qui', 'est', 'restée', 'en', 'l', '’', '…']"
159,Taking into account both the costs of coverage expansion and the savings that would be achieved through the Medicar… ,"['Taking', 'into', 'account', 'both', 'the', 'costs', 'of', 'coverage', 'expansion', 'and', 'the', 'savings', 'that', 'would', 'be', 'achieved', 'through', 'the', 'Medicar…']"
160," Fight #VoterSuppression: #RegisterToVote, get your friends &amp; family registered, CHECK YOUR REGISTRATIO… ","['Fight', '#', 'VoterSuppression', ':', '#', 'RegisterToVote', ',', 'get', 'your', 'friends', '&', 'amp', ';', 'family', 'registered', ',', 'CHECK', 'YOUR', 'REGISTRATIO…']"
161, Understand The Party Line. Download A Petition And Get Five Signatures.Be Your Own Leader. Petitions are due in by…,"['Understand', 'The', 'Party', 'Line', '.', 'Download', 'A', 'Petition', 'And', 'Get', 'Five', 'Signatures.Be', 'Your', 'Own', 'Leader', '.', 'Petitions', 'are', 'due', 'in', 'by…']"
